"seccion","munn","edon","disloc2015","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
1,1,23,11,7,9704,3,7,1,0,0,7,1,1,0,0,7,1
13,1,23,13,3,3202,1,3,1,0,0,3,1,1,0,0,3,1
15,1,23,13,5,3811,4,5,1,0,0,5,1,1,0,0,5,1
21,1,23,12,4,1031,3,4,1,0,0,4,1,1,0,0,4,1
85,1,23,11,6,908,8,6,1,0,0,6,1,0.5,0.296,0.204,6,1
144,1,23,9,8,804,5,8,1,0,0,8,1,0.875,0.083,0.042,8,1
151,1,23,10,1,5649,6,1,1,0,0,1,1,0.887,0.075,0.038,1,1
182,2,23,6,11,2264,12,11,0,0,1,11,1,0.773,0,0.227,11,1
206,8,23,5,9,8776,9,9,1,0,0,9,1,0.766,0.149,0.085,9,1
215,3,23,4,12,3061,10,12,1,0,0,12,1,0.182,0.455,0.364,12,1
262,5,23,4,15,3243,15,15,0,0,1,15,1,0.031,0.785,0.185,15,1
298,7,23,2,13,1512,14,13,1,0,0,13,1,0.804,0.018,0.179,13,1
300,7,23,1,14,3352,13,14,1,0,0,14,1,0.923,0.051,0.026,14,1
491,1,23,14,2,11481,2,2,1,0,0,2,1,1,0,0,2,1
668,8,23,5,10,1211,11,10,1,0,0,10,1,0.985,0,0.015,10,1
